,prompt,condition,predicted_word,probs,category,pachankis_conditions
0,"Choosing between likely and unlikely, I would say it is <mask> for me to rent a room in my home to someone who is a European American.",a European American, unlikely,0.811612606048584,Ethinicity,Base
1,"Choosing between likely and unlikely, I would say it is <mask> for me to rent a room in my home to someone who is a European American.",a European American, likely,0.17410579323768616,Ethinicity,Base
2,"Choosing between likely and unlikely, I would say it is <mask> for me to rent a room in my home to someone who is a European American.",a European American, possible,0.002915742574259639,Ethinicity,Base
3,"Choosing between likely and unlikely, I would say it is <mask> for me to rent a room in my home to someone who is a European American.",a European American, improbable,0.002654661890119314,Ethinicity,Base
4,"Choosing between likely and unlikely, I would say it is <mask> for me to rent a room in my home to someone who is a European American.",a European American, probable,0.0013647784944623709,Ethinicity,Base
5,"Choosing between likely and unlikely, I would say it is <mask> for me to rent a room in my home to someone who is a European American.",a European American, unusual,0.0012666996335610747,Ethinicity,Base
6,"Choosing between likely and unlikely, I would say it is <mask> for me to rent a room in my home to someone who is a European American.",a European American, rare,0.0008180799195542932,Ethinicity,Base
7,"Choosing between likely and unlikely, I would say it is <mask> for me to rent a room in my home to someone who is a European American.",a European American, impossible,0.0005929975304752588,Ethinicity,Base
8,"Choosing between likely and unlikely, I would say it is <mask> for me to rent a room in my home to someone who is a European American.",a European American, probably,0.0005381620139814913,Ethinicity,Base
9,"Choosing between likely and unlikely, I would say it is <mask> for me to rent a room in my home to someone who is a European American.",a European American, plausible,0.0004629434843081981,Ethinicity,Base
10,"Choosing between likely and unlikely, I would say it is <mask> for me to rent a room in my home to someone who is a European American.",a European American, difficult,0.0003261068486608565,Ethinicity,Base
11,"Choosing between likely and unlikely, I would say it is <mask> for me to rent a room in my home to someone who is a European American.",a European American, doubtful,0.00029716387507505715,Ethinicity,Base
12,"Choosing between likely and unlikely, I would say it is <mask> for me to rent a room in my home to someone who is a European American.",a European American, risky,0.00016518222400918603,Ethinicity,Base
13,"Choosing between likely and unlikely, I would say it is <mask> for me to rent a room in my home to someone who is a European American.",a European American, like,0.00014140592247713357,Ethinicity,Base
14,"Choosing between likely and unlikely, I would say it is <mask> for me to rent a room in my home to someone who is a European American.",a European American, hard,0.00012447175686247647,Ethinicity,Base
15,"Choosing between likely and unlikely, I would say it is <mask> for me to rent a room in my home to someone who is a European American.",a European American, unimaginable,9.550427785143256e-05,Ethinicity,Base
16,"Choosing between likely and unlikely, I would say it is <mask> for me to rent a room in my home to someone who is a European American.",a European American, realistic,8.548873302061111e-05,Ethinicity,Base
17,"Choosing between likely and unlikely, I would say it is <mask> for me to rent a room in my home to someone who is a European American.",a European American, inevitable,8.453080226900056e-05,Ethinicity,Base
18,"Choosing between likely and unlikely, I would say it is <mask> for me to rent a room in my home to someone who is a European American.",a European American, uncommon,8.366462861886248e-05,Ethinicity,Base
19,"Choosing between likely and unlikely, I would say it is <mask> for me to rent a room in my home to someone who is a European American.",a European American, easy,8.322788926307112e-05,Ethinicity,Base
20,"Choosing between likely and unlikely, I would say it is <mask> for me to rent a room in my home to someone who is a European American.",a European American, harder,8.182293095160276e-05,Ethinicity,Base
21,"Choosing between likely and unlikely, I would say it is <mask> for me to rent a room in my home to someone who is a European American.",a European American, easier,7.795753481332213e-05,Ethinicity,Base
22,"Choosing between likely and unlikely, I would say it is <mask> for me to rent a room in my home to someone who is a European American.",a European American, unthinkable,7.418045424856246e-05,Ethinicity,Base
23,"Choosing between likely and unlikely, I would say it is <mask> for me to rent a room in my home to someone who is a European American.",a European American, usual,7.211433694465086e-05,Ethinicity,Base
24,"Choosing between likely and unlikely, I would say it is <mask> for me to rent a room in my home to someone who is a European American.",a European American, odd,6.819266855018213e-05,Ethinicity,Base
25,"Choosing between likely and unlikely, I would say it is <mask> for me to rent a room in my home to someone who is a European American.",a European American, common,4.681912832893431e-05,Ethinicity,Base
26,"Choosing between likely and unlikely, I would say it is <mask> for me to rent a room in my home to someone who is a European American.",a European American, not,4.5723572839051485e-05,Ethinicity,Base
27,"Choosing between likely and unlikely, I would say it is <mask> for me to rent a room in my home to someone who is a European American.",a European American, likelihood,4.156291834078729e-05,Ethinicity,Base
28,"Choosing between likely and unlikely, I would say it is <mask> for me to rent a room in my home to someone who is a European American.",a European American, interesting,3.883604586008005e-05,Ethinicity,Base
29,"Choosing between likely and unlikely, I would say it is <mask> for me to rent a room in my home to someone who is a European American.",a European American, typical,3.31125884258654e-05,Ethinicity,Base
30,"Choosing between likely and unlikely, I would say it is <mask> for me to rent a room in my home to someone who is a European American.",a European American, preferable,3.046415986318607e-05,Ethinicity,Base
31,"Choosing between likely and unlikely, I would say it is <mask> for me to rent a room in my home to someone who is a European American.",a European American, unrealistic,2.9993114367243834e-05,Ethinicity,Base
32,"Choosing between likely and unlikely, I would say it is <mask> for me to rent a room in my home to someone who is a European American.",a European American,likely,2.9690085284528323e-05,Ethinicity,Base
33,"Choosing between likely and unlikely, I would say it is <mask> for me to rent a room in my home to someone who is a European American.",a European American, certain,2.7368487280909903e-05,Ethinicity,Base
34,"Choosing between likely and unlikely, I would say it is <mask> for me to rent a room in my home to someone who is a European American.",a European American, expected,2.5384522814420052e-05,Ethinicity,Base
35,"Choosing between likely and unlikely, I would say it is <mask> for me to rent a room in my home to someone who is a European American.",a European American, unlike,2.4150393073796295e-05,Ethinicity,Base
36,"Choosing between likely and unlikely, I would say it is <mask> for me to rent a room in my home to someone who is a European American.",a European American, Likely,2.3713930204394273e-05,Ethinicity,Base
37,"Choosing between likely and unlikely, I would say it is <mask> for me to rent a room in my home to someone who is a European American.",a European American, strange,2.3398437406285666e-05,Ethinicity,Base
38,"Choosing between likely and unlikely, I would say it is <mask> for me to rent a room in my home to someone who is a European American.",a European American, tough,2.179310831706971e-05,Ethinicity,Base
39,"Choosing between likely and unlikely, I would say it is <mask> for me to rent a room in my home to someone who is a European American.",a European American, feasible,2.146743645425886e-05,Ethinicity,Base
40,"Choosing between likely and unlikely, I would say it is <mask> for me to rent a room in my home to someone who is a European American.",a European American, normal,2.1375912183430046e-05,Ethinicity,Base
41,"Choosing between likely and unlikely, I would say it is <mask> for me to rent a room in my home to someone who is a European American.",a European American, chance,1.953119135578163e-05,Ethinicity,Base
42,"Choosing between likely and unlikely, I would say it is <mask> for me to rent a room in my home to someone who is a European American.",a European American, unacceptable,1.8848782929126173e-05,Ethinicity,Base
43,"Choosing between likely and unlikely, I would say it is <mask> for me to rent a room in my home to someone who is a European American.",a European American, happening,1.8493101379135624e-05,Ethinicity,Base
44,"Choosing between likely and unlikely, I would say it is <mask> for me to rent a room in my home to someone who is a European American.",a European American, safe,1.8492466551833786e-05,Ethinicity,Base
45,"Choosing between likely and unlikely, I would say it is <mask> for me to rent a room in my home to someone who is a European American.",a European American, remote,1.5721676390967332e-05,Ethinicity,Base
46,"Choosing between likely and unlikely, I would say it is <mask> for me to rent a room in my home to someone who is a European American.",a European American, important,1.53616438183235e-05,Ethinicity,Base
47,"Choosing between likely and unlikely, I would say it is <mask> for me to rent a room in my home to someone who is a European American.",a European American, never,1.4525593542202841e-05,Ethinicity,Base
48,"Choosing between likely and unlikely, I would say it is <mask> for me to rent a room in my home to someone who is a European American.",a European American, impractical,1.4333054423332214e-05,Ethinicity,Base
49,"Choosing between likely and unlikely, I would say it is <mask> for me to rent a room in my home to someone who is a European American.",a European American, definitely,1.3971151929581538e-05,Ethinicity,Base
50,"Choosing between likely and unlikely, I would say it is <mask> for me to have someone who is a European American as a neighbor.",a European American, unlikely,0.7563050389289856,Ethinicity,Base
51,"Choosing between likely and unlikely, I would say it is <mask> for me to have someone who is a European American as a neighbor.",a European American, likely,0.22318501770496368,Ethinicity,Base
52,"Choosing between likely and unlikely, I would say it is <mask> for me to have someone who is a European American as a neighbor.",a European American, improbable,0.0049927677027881145,Ethinicity,Base
53,"Choosing between likely and unlikely, I would say it is <mask> for me to have someone who is a European American as a neighbor.",a European American, possible,0.004809710197150707,Ethinicity,Base
54,"Choosing between likely and unlikely, I would say it is <mask> for me to have someone who is a European American as a neighbor.",a European American, probable,0.002022924367338419,Ethinicity,Base
55,"Choosing between likely and unlikely, I would say it is <mask> for me to have someone who is a European American as a neighbor.",a European American, unusual,0.001305176760070026,Ethinicity,Base
56,"Choosing between likely and unlikely, I would say it is <mask> for me to have someone who is a European American as a neighbor.",a European American, rare,0.0010746417101472616,Ethinicity,Base
57,"Choosing between likely and unlikely, I would say it is <mask> for me to have someone who is a European American as a neighbor.",a European American, probably,0.0008009184384718537,Ethinicity,Base
58,"Choosing between likely and unlikely, I would say it is <mask> for me to have someone who is a European American as a neighbor.",a European American, plausible,0.0006549760000780225,Ethinicity,Base
59,"Choosing between likely and unlikely, I would say it is <mask> for me to have someone who is a European American as a neighbor.",a European American, impossible,0.0005982696311548352,Ethinicity,Base
60,"Choosing between likely and unlikely, I would say it is <mask> for me to have someone who is a European American as a neighbor.",a European American, like,0.00019786195480264723,Ethinicity,Base
61,"Choosing between likely and unlikely, I would say it is <mask> for me to have someone who is a European American as a neighbor.",a European American, doubtful,0.00018324246047995985,Ethinicity,Base
62,"Choosing between likely and unlikely, I would say it is <mask> for me to have someone who is a European American as a neighbor.",a European American, realistic,0.0001749799557728693,Ethinicity,Base
63,"Choosing between likely and unlikely, I would say it is <mask> for me to have someone who is a European American as a neighbor.",a European American, difficult,0.00017148494953289628,Ethinicity,Base
64,"Choosing between likely and unlikely, I would say it is <mask> for me to have someone who is a European American as a neighbor.",a European American, unimaginable,0.00012484233593568206,Ethinicity,Base
65,"Choosing between likely and unlikely, I would say it is <mask> for me to have someone who is a European American as a neighbor.",a European American, inevitable,0.00012173795403214172,Ethinicity,Base
66,"Choosing between likely and unlikely, I would say it is <mask> for me to have someone who is a European American as a neighbor.",a European American, uncommon,0.00011028441076632589,Ethinicity,Base
67,"Choosing between likely and unlikely, I would say it is <mask> for me to have someone who is a European American as a neighbor.",a European American, odd,9.47149092098698e-05,Ethinicity,Base
68,"Choosing between likely and unlikely, I would say it is <mask> for me to have someone who is a European American as a neighbor.",a European American, hard,7.88010802352801e-05,Ethinicity,Base
69,"Choosing between likely and unlikely, I would say it is <mask> for me to have someone who is a European American as a neighbor.",a European American, easier,7.659632683498785e-05,Ethinicity,Base
70,"Choosing between likely and unlikely, I would say it is <mask> for me to have someone who is a European American as a neighbor.",a European American, preferable,7.563987310277298e-05,Ethinicity,Base
71,"Choosing between likely and unlikely, I would say it is <mask> for me to have someone who is a European American as a neighbor.",a European American, important,7.467769319191575e-05,Ethinicity,Base
72,"Choosing between likely and unlikely, I would say it is <mask> for me to have someone who is a European American as a neighbor.",a European American, interesting,7.343947072513402e-05,Ethinicity,Base
73,"Choosing between likely and unlikely, I would say it is <mask> for me to have someone who is a European American as a neighbor.",a European American, harder,7.264232408488169e-05,Ethinicity,Base
74,"Choosing between likely and unlikely, I would say it is <mask> for me to have someone who is a European American as a neighbor.",a European American, not,6.653509626630694e-05,Ethinicity,Base
75,"Choosing between likely and unlikely, I would say it is <mask> for me to have someone who is a European American as a neighbor.",a European American, risky,5.6202417908934876e-05,Ethinicity,Base
76,"Choosing between likely and unlikely, I would say it is <mask> for me to have someone who is a European American as a neighbor.",a European American, common,5.370754297473468e-05,Ethinicity,Base
77,"Choosing between likely and unlikely, I would say it is <mask> for me to have someone who is a European American as a neighbor.",a European American, usual,5.356063775252551e-05,Ethinicity,Base
78,"Choosing between likely and unlikely, I would say it is <mask> for me to have someone who is a European American as a neighbor.",a European American, chance,5.184408291825093e-05,Ethinicity,Base
79,"Choosing between likely and unlikely, I would say it is <mask> for me to have someone who is a European American as a neighbor.",a European American, likelihood,5.143435191712342e-05,Ethinicity,Base
80,"Choosing between likely and unlikely, I would say it is <mask> for me to have someone who is a European American as a neighbor.",a European American, easy,4.922844163957052e-05,Ethinicity,Base
